0 1656:40
0 1656:37
0 2326:37
0 2326:35
0 4534:59
0 6286:65
0 6286:64
0 6286:60
0 6286:32
0 6621:21
0 6621:18
0 8370:35
0 9014:60
0 9014:59
0 9022:69
2 3278:5
2 3278:4
2 3278:4
2 4599:85
2 4599:19
2 4599:15
2 4599:14
2 4599:14
2 4879:35
2 4879:31
2 5690:59
2 5690:53
2 5690:50
2 6051:116
2 6051:115
2 6051:111
4 2904:91
4 2904:88
4 3761:52
4 4328:46
4 4328:45
5 6088:100
5 7574:56
7 802:67
7 1768:45
7 1768:42
7 1887:59
7 1998:66
7 6996:26
7 6996:25
7 7788:98
7 7788:94
7 9262:52
7 9418:19
8 633:66
8 958:43
8 958:41
8 1535:74
8 2072:42
8 3462:20
8 4943:21
8 4943:20
8 5646:39
8 6051:20
11 576:3
11 1373:63
11 1373:61
11 2008:24
11 2008:21
11 2418:63
11 2487:3
11 4981:86
11 4981:79
11 8318:11
11 9322:16
13 4709:23
13 4709:19
13 4709:18
13 4709:18
13 7646:18
14 1257:99
14 2418:92
14 3635:54
14 7798:100
14 7798:54
14 7798:53
14 7798:53
15 1907:21
15 1907:20
15 1907:17
15 2821:20
15 2821:19
15 2821:19
15 2821:15
15 2821:15
15 3373:75
15 4470:11
15 4470:9
15 4470:8
15 6076:119
15 6076:118
15 6076:115
15 6076:115
15 6076:111
15 6076:111
15 9239:42
15 9239:40
15 9417:47
17 1393:49
17 5963:62
17 5963:59
18 1905:57
18 1905:52
18 3136:83
18 3136:82
18 3136:80
18 3136:80
18 3922:83
18 3922:82
18 3922:77
18 4017:36
18 4017:35
18 4017:33
18 4017:31
18 4017:28
18 6210:84
18 8257:7
18 8257:4
20 2330:87
20 2330:85
20 2558:52
20 2558:34
20 2558:33
20 2558:27
20 2558:24
20 6072:78
20 7004:31
20 7004:23
20 7004:23
20 7004:22
20 7004:22
20 7004:18
20 7004:17
21 2801:42
21 5726:13
21 5911:20
21 8706:52
22 2482:55
22 2793:108
22 3214:46
22 4104:29
22 6382:117
22 8717:117
22 9199:5
23 2018:0
23 4521:45
23 4863:45
23 5991:8
23 6076:103
23 7611:8
23 7664:45
23 7677:36
23 7677:28
24 80:40
24 3092:57
24 3093:57
24 3152:22
24 3349:57
24 3349:55
24 3349:55
24 3349:54
24 3349:54
24 8066:75
25 187:80
25 221:32
25 221:31
25 221:27
25 408:121
25 773:121
25 773:113
25 1646:106
25 1646:103
25 2698:99
25 5023:113
25 6084:33
25 6537:83
25 7023:87
26 872:62
26 872:61
26 1258:60
26 2873:94
26 3235:115
26 3923:41
26 3923:37
26 3923:35
26 3923:35
27 3595:34
27 7932:28
27 8015:119
27 8015:118
27 8015:117
28 1490:1
28 4960:4
28 6736:110
30 5338:119
30 8339:84
31 3800:121
32 2485:33
32 2485:29
32 6787:40
32 6787:39
32 6787:37
32 6787:36
32 6787:34
32 6787:33
32 8263:27
33 588:8
33 1824:0
33 4008:0
33 4576:11
33 7092:94
33 7092:90
35 158:78
35 946:40
35 1618:74
35 1618:68
35 1618:67
35 1618:66
35 4244:14
35 6495:13
36 372:75
37 63:44
37 170:44
37 2454:81
37 7438:0
37 8837:115
37 8837:109
37 9264:111
38 3927:39
38 8635:102
39 5829:76
40 2698:42
40 2698:41
40 2698:37
40 3997:85
40 3997:84
40 3997:81
41 1054:65
41 1496:63
41 1496:54
41 1496:25
41 1981:13
41 1981:12
41 2132:66
41 2132:63
41 2132:56
41 4107:65
41 5463:39
41 6277:4
41 6440:25
41 7018:118
41 7018:109
41 7018:109
41 7018:108
41 7018:108
41 7018:106
41 7018:104
41 7018:99
41 8865:66
41 8865:56
41 8865:56
42 209:80
42 209:79
42 209:77
42 339:86
42 713:86
42 713:78
42 1054:86
42 1096:102
42 1096:101
42 1096:100
42 1096:98
42 1096:96
42 1096:94
42 1096:93
42 1096:93
42 1096:92
42 1096:92
42 1096:89
42 1106:47
42 1106:43
42 1106:42
42 1374:90
42 1981:108
42 1981:73
42 1981:71
42 1981:70
42 1981:69
42 1981:63
42 2558:49
42 2558:48
42 2558:47
42 2558:43
42 3736:73
42 3736:66
42 3998:38
42 3998:37
42 3998:37
42 5421:77
42 5421:47
42 5421:46
42 5421:46
42 5421:42
42 5421:42
42 7749:97
42 7749:96
42 7749:92
42 7749:86
42 8210:46
42 8210:45
42 8210:44
42 8210:43
42 8210:42
42 8210:41
42 8210:40
42 8210:40
42 8210:39
42 8210:39
42 8210:38
42 8210:38
42 8210:36
42 8210:36
42 8210:35
42 8210:35
42 8210:31
42 8210:31
42 8501:26
42 8501:23
42 8501:22
42 8501:21
42 8501:21
42 8501:20
42 8501:20
43 5136:19
43 5136:18
44 41:105
44 41:104
44 78:101
44 78:96
44 2177:81
44 3530:110
44 3587:101
44 3933:88
44 4525:102
44 4769:29
44 5051:13
44 5304:96
44 5972:88
44 6440:81
44 7004:44
44 7241:110
44 7845:3
44 8230:81
45 969:122
45 969:121
45 969:117
45 969:115
45 1148:14
45 1148:12
45 2023:1
45 6925:63
45 7587:19
45 7587:12
45 8177:2
46 46:4
46 969:5
46 2326:37
46 2825:9
46 4207:72
46 4207:66
46 6801:69
47 1050:118
47 3501:4
47 4845:121
47 5455:61
47 7697:4
48 408:88
48 2283:58
48 2330:106
48 2397:47
48 2558:103
48 3235:43
48 6342:118
48 6342:116
48 6995:103
48 7939:58
48 8968:59
49 5370:65
49 6100:21
49 6100:20
49 6100:18
49 6100:18
49 6100:14
49 6100:14
49 6342:17
49 6342:16
49 6342:15
51 163:122
51 3152:46
51 3152:45
51 3152:42
51 3293:40
51 3997:31
51 5849:46
51 6147:64
51 6537:35
51 6537:34
51 6537:33
51 6537:29
51 6537:21
51 6537:16
51 6537:16
51 6537:14
51 6537:14
52 300:17
52 1496:63
52 2072:111
52 2072:108
52 2587:56
52 3462:20
52 4952:74
52 4952:73
52 6000:60
52 6000:56
52 6996:26
52 8419:48
53 872:94
53 872:92
53 872:90
53 2062:20
53 6440:56
53 9387:35
53 9387:34
54 5759:64
54 5889:64
55 271:45
55 1390:119
55 1969:30
55 1969:21
55 4554:96
55 4669:15
55 4669:14
55 4669:12
55 4689:8
55 4689:6
55 4689:5
55 6256:53
55 6441:94
55 6663:31
55 6663:30
55 6996:38
55 6996:36
55 7241:45
55 7277:35
55 7384:16
55 7384:15
55 9010:16
55 9246:26
55 9498:30
55 9498:26
56 1540:87
56 1540:84
56 3584:46
56 3584:44
56 3584:43
56 3584:42
56 3761:100
56 4618:87
56 4618:84
56 8612:89
56 8612:87
56 8612:84
56 8612:80
56 8612:80
56 8612:72
56 8612:72
56 8612:70
56 8612:70
56 8612:70
56 8612:65
56 8612:65
56 8612:56
56 8612:55
56 8612:48
56 8612:47
56 8612:46
56 8612:46
56 8612:44
56 8612:44
56 8612:43
56 8612:43
56 8612:42
56 8612:42
56 8612:26
56 8612:23
57 5778:23
57 6736:25
58 2507:11
58 2507:10
58 2507:9
58 2507:8
58 2997:9
58 2997:8
58 2997:7
58 3635:80
58 3635:78
58 5142:41
58 5142:39
58 5142:38
59 1054:65
59 1054:64
59 1497:110
59 1497:108
59 2362:111
59 2546:112
59 2546:111
59 2546:110
59 2546:107
59 6260:82
59 6260:79
59 6260:75
59 6777:3
59 8015:20
59 8015:19
60 46:4
60 992:51
60 2144:20
60 2330:4
60 2330:0
60 2481:66
60 4042:38
60 7004:6
62 4861:32
62 4861:30
62 5253:32
62 6147:8
62 6147:6
63 4566:74
63 4566:69
64 969:70
64 1054:65
64 1054:59
64 1416:34
64 3266:47
64 3266:42
64 4128:26
64 4566:70
64 4577:119
64 5944:52
64 5944:48
64 6051:103
64 6397:61
64 6673:104
64 6801:69
64 7073:56
64 7073:52
64 7073:48
64 7182:94
64 8389:71
64 8389:69
64 8389:66
64 8603:28
64 8826:56
64 8826:47
64 9382:47
64 9382:44
64 9382:39
65 1188:84
65 2844:12
65 2844:8
65 2844:7
65 2844:6
65 2844:5
65 2844:4
65 3364:21
65 3364:20
65 3364:19
65 3364:16
65 3364:15
65 3364:14
65 3364:11
65 4743:12
65 4743:11
65 4743:6
65 5353:19
65 5353:16
65 5353:11
65 6537:16
65 6537:13
65 6771:16
65 6771:13
65 7553:27
65 7553:26
65 7553:25
65 7553:24
65 7553:23
65 7553:22
65 7553:21
65 7553:20
65 7553:18
65 7553:17
65 8000:40
65 8000:39
65 8000:38
65 8000:35
65 8000:34
65 8000:33
65 8000:32
65 8000:30
65 8000:6
65 8000:5
65 8000:0
65 8000:0
66 1164:20
66 2687:110
66 5267:64
66 7034:68
66 7829:91
66 7912:18
66 8338:18
66 8968:87
66 8968:86
66 8968:78
66 9387:28
68 1646:108
68 1646:103
68 1646:102
68 5834:94
68 5834:91
68 7368:94
68 7368:91
68 7368:90
68 7431:75
68 7431:73
68 7648:108
68 7648:102
68 7648:101
68 8590:36
68 8590:35
68 8590:30
68 8968:87
68 8968:83
68 8968:82
68 9317:41
68 9317:37
68 9460:39
69 66:61
69 582:63
69 1901:51
69 1903:47
69 1903:44
69 2310:69
69 2594:53
69 2801:51
69 3238:60
69 3818:87
69 4482:51
69 4482:49
69 4482:48
69 4482:47
69 4482:46
69 4482:44
69 4525:47
69 4534:59
69 4534:55
69 4534:53
69 5393:47
69 6349:41
69 6892:53
69 7453:63
69 8125:42
69 8280:53
70 4131:8
70 5834:2
70 6950:27
70 9090:6
70 9090:1
70 9090:1
71 659:84
71 659:77
71 2380:34
71 2380:27
71 2380:27
71 2380:21
71 6416:94
71 6416:93
71 7603:29
71 7603:23
72 1496:115
72 1496:105
72 2919:117
72 3228:82
72 3228:80
73 9267:113
73 9267:110
74 1838:91
74 4153:91
74 7488:12
74 8968:100
74 8968:97
75 3595:73
75 6129:73
76 1022:80
76 4840:63
76 4840:40
76 4840:39
76 4840:39
76 4840:30
76 4840:30
76 5144:63
76 5555:109
76 7979:91
76 7979:90
76 9126:118
77 75:85
77 75:77
77 868:56
77 868:52
77 1195:83
77 1195:80
77 3356:17
77 4116:110
77 4911:110
77 5536:110
77 5536:104
77 5536:103
77 5536:103
77 5634:32
77 5634:28
77 6056:53
77 6056:48
77 6076:49
77 6076:48
77 6076:46
77 7523:46
77 7523:37
78 3159:54
78 6047:49
78 8495:17
78 8495:16
78 8541:77
78 8541:75
78 8541:72
79 773:44
79 969:55
79 969:52
79 999:37
79 4525:119
79 5774:37
81 3627:61
81 3627:60
81 3627:59
81 3627:58
81 3627:56
81 3627:54
81 3627:53
81 3627:52
81 3627:51
81 4029:77
81 4029:72
81 4029:39
81 4029:37
81 4029:36
81 4138:81
81 4138:80
81 4525:18
81 4525:17
81 4566:26
81 4566:25
81 8748:41
81 8748:38
81 8748:37
82 820:62
82 6051:96
82 6051:92
82 6051:86
82 6320:85
82 8968:62
82 9353:77
83 1309:108
83 4284:27
83 4284:26
83 4284:25
83 4284:23
83 4284:21
84 2163:63
84 3470:77
84 3470:67
84 5886:42
84 5886:39
84 8968:67
84 8968:66
84 8968:60
84 8968:60
84 8968:51
86 163:17
86 4573:7
86 4573:6
86 4573:5
86 4840:17
86 6621:21
86 6621:20
86 7150:21
86 7301:6
86 7788:21
86 8038:21
86 9199:5
87 3121:64
87 3121:60
87 3121:60
88 161:122
