600 3800 248.059701471
257 289 121.200861084
56 8612 119.787340342
199 7532 107.0
336 3890 91.0
531 4840 87.0
118 3635 83.0524985852
433 872 81.5271715154
568 5850 77.0
517 872 75.0517392063
729 4598 73.8201086572
210 734 65.7167243266
637 291 64.4083125404
420 3519 62.1199438202
257 7135 62.4369185235
517 5031 61.6275493109
643 7220 59.9379721354
670 2558 58.9513777537
437 9338 55.2962962963
89 2558 54.0966208252
608 7243 52.3941570881
348 4525 50.2444015611
868 170 48.7557185627
742 2558 48.3342109152
437 1054 45.2777777778
20 2558 44.0708849538
867 5706 44.204219924
868 1188 43.6089770848
100 8194 42.5097270979
65 8000 42.1607926291
312 76 41.2685241411
585 7488 39.7094745484
657 9045 39.7215339687
290 2733 38.8358220211
871 5607 38.6
639 7697 38.0
867 2558 37.8696941658
58 9358 36.0
763 734 35.1065603399
754 3658 35.525974026
194 1201 34.0384615385
827 6147 34.9067226891
115 5332 34.0
427 6313 34.469906104
214 8612 34.1401516478
699 1910 34.2003595292
42 8210 33.3968981771
868 3201 33.9883117598
662 3952 33.7447501581
853 2144 33.0
278 8438 33.1085614374
431 7893 33.7584097859
811 2558 33.1380418461
56 3584 32.444826129
597 7331 32.0487804878
801 2117 32.0
214 3827 32.8089041903
517 3952 32.0123697046
247 7881 31.5426677713
348 851 31.0
737 3960 31.3333333333
325 550 31.6178772805
106 2558 31.0813876664
210 2606 31.5694019061
150 872 31.4802213617
398 9334 30.9329952118
139 46 30.1
100 20 30.3281596452
504 6106 30.6842840354
540 6629 30.625
219 1827 30.7854414362
665 3635 29.5069931099
333 4840 29.0
662 6717 28.6614219114
141 4525 28.0
559 584 28.0
517 8622 28.1118961258
284 3866 28.5478767173
820 8228 28.2688477952
257 2038 27.5303423689
347 872 27.3301640389
99 7596 27.4266666667
711 1763 27.0
639 8467 27.0
214 3952 27.8216032338
310 8919 27.5652173913
326 5048 27.4081062194
444 773 26.2409016252
665 3972 26.1319548872
693 5978 26.0
810 4598 26.25
734 5144 26.0
437 3788 26.3333333333
210 2837 25.9423264907
870 2177 25.0606528917
809 3263 25.8709786287
33 4008 25.0
856 2821 25.0619850393
834 8041 25.9018535082
587 5614 25.3423425621
727 9248 25.3576441103
536 2558 25.9515072078
207 5695 24.3205957211
406 221 24.5736047234
874 8467 24.8852228852
533 3477 24.938254107
77 7563 24.0892857143
727 2967 24.2329331487
402 543 24.0
455 2558 23.3286037298
593 8526 23.2758867094
802 6947 23.0
422 3635 23.0149708834
460 4283 23.5198152331
88 3595 23.4637489745
631 6757 23.3544025157
151 153 23.351636109
209 1459 22.6996274629
846 3972 22.90882334
333 8728 22.4051956815
664 5332 22.0
336 7785 22.6512820513
188 6151 22.7766513182
106 1738 22.2612790029
482 802 22.2857591607
684 8284 22.0
123 1331 22.2412698413
357 291 22.8305516052
42 2558 21.5553437209
97 6488 21.5737012987
525 334 21.4909621912
693 3952 21.1535491535
856 1188 21.6347060834
801 3635 21.975098055
856 6516 21.4635268716
348 2287 21.5776624333
183 2311 21.347826087
213 8968 21.7901296454
517 46 21.0
737 7362 21.0421626984
203 4116 21.5741071429
714 6357 21.8997747748
517 3595 21.7255835842
247 5552 20.0537489644
563 9248 20.0107570269
371 7222 20.0
235 969 20.7603603604
16 3635 20.0
236 6056 20.0206185567
731 8082 20.1904761905
213 43 20.4406374452
254 7980 20.0813648329
76 4840 20.7965716812
42 5421 20.9236086697
145 8297 20.5960784314
492 3627 20.7829949985
700 2558 20.0039538517
648 4116 19.3833017022
703 6076 19.6049175497
305 8968 19.3979301976
636 3635 19.9090196337
197 992 19.2214468936
587 4879 19.3205772083
81 3627 19.5031040493
563 3364 19.7929686542
329 7457 19.165218629
103 1413 18.786986987
83 4284 18.5292064258
207 4525 18.9635469465
675 9285 18.8
662 4735 18.6428571429
154 1201 18.8120088082
403 774 18.9448621554
293 1618 18.2554683168
499 4598 18.0492021051
169 4366 18.2222222222
860 3595 18.0
615 3635 18.6575757576
694 3727 18.0
501 9419 18.3313239906
610 8003 18.0930232558
433 6447 18.6953040524
533 70 18.3247694335
833 7076 18.0630272953
77 5536 18.3444824662
