4184250	241
711500	26722
5812000	2683
10261750	14261
2891500	2257
4370750	1666
9244000	7868
8149250	11679
8730250	911
1086750	7868
6874250	2683
2940000	26722
2940000	11767
12215000	6672
8702500	11196
1074750	11080
1525000	11196
3404000	905
10773000	2257
2870250	17606
9179500	11196
8096750	26485
981000	11176
3404000	22246
11313000	11196
2940000	12168
6874250	15584
12154500	17640
2033500	3627
8845250	22484
2891500	8027
11493000	7868
1617250	2217
711500	11052
1909250	504
7184500	7868
9351750	11080
5865750	3228
6874250	12168
3009000	5627
4087750	27791
12173500	554
8314250	11196
371250	21110
2940000	24486
5293250	679
8149250	11196
1911500	16110
439000	25415
3846250	23143
232000	7868
5248750	28924
4184250	14020
2940000	25260
1688750	12220
2940000	11080
11313000	3228
9706000	12168
5491500	21110
5440750	19862
1966250	2257
2492500	19005
12173500	3627
11434750	9985
5899750	12220
2891500	8724
3031750	16406
1189000	4949
3350250	24765
11730000	21565
12154500	7868
3913250	8409
5742000	19523
4184250	12220
3511000	14020
5812000	19993
8529750	15138
2870250	14020
7699500	11793
5279750	2368
8216500	22552
9123500	12168
9069000	28017
6099250	13244
1906000	12220
3031750	7323
4850000	11605
439000	7868
10234000	28653
11129250	11080
1906000	2683
981000	12394
11874000	12220
6694750	14020
8435250	14261
5655250	11196
3846250	11882
8628250	20979
1911500	1047
439000	16821
6400000	2452
5780000	15811
8017000	23284
10054250	19660
1194750	25366
12173500	9817
2874500	14914
11535250	2257
2940000	24519
1074750	27092
3846250	15584
1792000	6203
11625250	3740
9179500	17835
887750	15019
2891500	4949
5915250	2367
9173750	16110
3404000	3627
8702500	7105
1324500	7868
5898500	374
10234000	9111
8163500	28438
4852500	911
11747250	11244
7699500	8719
9039750	3228
69500	18196
6874250	26754
3963750	4949
9802000	5883
6564500	11176
4770500	10404
3952000	2128
2975500	5086
7143250	10702
12229000	17389
4376250	8689
11984750	3627
9121750	7868
11984750	20207
6874250	13483
6713250	18879
2704750	3658
4184250	10788
5264500	12394
8529750	28059
11711250	24942
848500	9838
6272000	12055
5745000	26722
7797000	13942
8163500	26959
9807250	7868
10642000	20536
200250	12352
5170500	6096
9215000	14294
11493000	22727
1969000	12220
2940000	2683
1324500	5336
4195500	7737
8435250	7105
7218000	22317
2921750	27791
9179500	12220
10588000	15138
7588000	10329
5024500	3228
9842500	18805
11114000	25372
11984750	251
5034000	12220
791500	24831
6234000	21372
1104500	21110
12215000	12352
5865750	11652
7269250	20578
11625250	18990
5751500	14873
1812000	11196
1966250	16110
12239250	26288
2975500	16406
5292000	8643
3304500	24461
4503500	11936
4399750	23207
11711250	6175
8702500	29547
1966250	3228
2033500	4949
6874250	28410
6247250	15814
5012750	7963
3031750	12977
3031750	16110
3952000	12220
11984750	25086
9436000	504
8940500	2655
5865750	28937
472000	14647
8910750	27514
1971500	25329
2033500	11176
8730250	12068
6564500	11612
1724250	15672
11564250	25483
154500	8689
3404000	6246
472000	25333
4503500	24193
2492500	20979
7699500	23928
6564500	14902
6921750	29497
1173500	20143
3031750	3228
1966250	11052
5642000	11176
7699500	18730
5226250	8689
5354000	20180
5865750	28177
8163500	22621
11225500	4731
9351750	14580
10063000	22393
1966250	26722
8243500	11196
2921750	143
7715000	27961
8314250	4834
5865750	911
6874250	11080
6998500	1031
8949750	16818
2168250	7868
4770500	6988
5769750	24503
2033500	12352
12331000	18180
969750	2963
3644250	18843
11121500	20297
5491500	20620
10312750	3627
2870250	7096
2920750	22359
9039750	11196
7588000	28653
2891500	819
5170500	21672
3787750	2610
2768250	23421
4922750	18024
7143250	22087
2807500	27117
9076750	4731
1025250	13247
10261750	1222
4876750	949
10773000	12977
1104500	14294
439000	24060
10628500	18736
6412250	15159
9651250	26754
2882750	4452
1189000	23612
3742000	26168
12215000	7868
5279750	20386
8617500	27625
10401500	22950
3723750	4078
4716750	2683
1793250	2033
5522250	21672
731750	11196
3350250	19177
5293250	20506
7103000	15019
6564500	4949
3861500	7868
6564500	18730
4967250	6101
2033500	8689
7687500	290
6003750	7868
3913250	9242
5139250	11080
6867750	7552
6683750	29203
4454500	15019
2940000	14580
6564500	29095
6571000	4254
12371000	12394
6654750	16110
981000	8662
4133750	27638
7886000	9472
3304500	17228
3954500	15584
6654750	14261
7445000	18075
2752000	3032
7703750	18075
8529750	22583
6272000	2803
11564250	14969
8040000	15138
4963500	21110
1194750	83
2891500	14161
8949750	17438
1525000	2257
5220750	28438
4184250	4949
4376250	15631
11730000	13390
11734000	14490
9069000	22393
434750	21911
8910750	12688
7699500	13592
4770500	27191
6458500	8637
2232500	679
5693000	2655
2807500	12688
8845250	11826
11300000	13701
9288000	2683
8702500	23779
1966250	25260
10588000	14020
6234000	17020
1971500	11000
11984750	8689
7184500	2159
1244250	4324
8072250	19036
6998500	201
10297000	25058
11494250	11196
4454500	27117
11874000	11679
573000	16653
3405000	4389
8845250	21979
10052000	7680
6412750	3304
7218000	11201
6272000	6080
5220750	8689
6874250	8637
8730250	11679
6564500	12977
981000	4949
1909250	10014
5254500	7868
439000	3362
8040000	2655
2891500	3627
364250	11679
10401500	12189
200250	9620
2891500	26722
2940000	19835
2033500	11465
3846250	11679
10212500	24081
1782250	155
6301250	574
6683750	5267
10592000	12220
1104500	2683
7657250	3228
6694750	24196
1724250	15269
3511000	29203
835000	19632
1953250	3658
11984750	2683
5037000	7868
232000	21865
10566000	7868
10443000	27135
4184250	28710
8617500	11280
621500	2683
5491500	25989
1906000	21110
2103250	12394
38250	14265
11313000	27406
3317500	27514
12154500	2568
9979000	251
10312750	12352
6564500	11196
6564500	16406
267250	2367
10234000	10970
6921750	19197
832250	27791
3310750	25086
11313000	17013
12231250	28149
5491500	17405
4922750	25733
2050000	21659
4625750	15446
9199500	24969
5742000	170
7687500	5369
10609250	8693
5491500	20154
7143250	217
892500	17180
6807250	22393
8163500	15022
439000	2198
3913250	8689
11225500	13020
