0,43,0,06,12
0,43,0,06,24
0,308,0,07,01
0,734,0,07,11
0,851,0,05,15
0,851,0,05,15
0,851,0,05,15
0,851,0,05,15
0,851,0,05,15
0,851,0,05,15
0,851,0,05,15
0,851,0,05,15
0,851,0,05,15
0,851,0,05,15
0,851,0,05,15
0,851,0,05,15
0,851,0,05,15
0,851,0,05,15
0,851,0,05,22
0,851,0,05,22
0,851,0,05,22
0,851,0,05,22
0,851,0,06,17
0,851,0,06,17
0,862,0,06,21
0,862,0,06,22
0,862,0,06,22
0,864,0,05,20
0,1040,0,05,23
0,1040,0,05,23
0,1197,0,06,09
0,1219,0,05,15
0,1282,0,05,15
0,1282,0,05,15
0,1282,0,05,15
0,1282,0,05,15
0,1282,0,05,15
0,1297,0,08,01
0,1618,0,07,11
0,1656,0,07,06
0,1656,0,07,06
0,1656,0,07,06
0,1656,0,07,06
0,1656,0,07,06
0,1656,0,07,09
0,1656,1,07,06
0,1705,0,06,24
0,1705,0,07,25
0,1996,0,07,11
0,1996,0,07,11
0,1996,0,07,12
0,2132,0,06,11
0,2132,0,06,11
0,2163,0,06,13
0,2163,0,06,13
0,2326,0,07,08
0,2326,0,07,08
0,2326,0,07,08
0,2326,0,07,08
0,2326,0,07,08
0,2326,0,07,08
0,2326,0,07,08
0,2326,0,07,08
0,2326,0,07,08
0,2326,0,07,09
0,2326,0,07,09
0,2326,0,07,09
0,2326,0,07,09
0,2326,0,07,09
0,2326,0,07,09
0,2326,0,07,09
0,2326,0,07,09
0,2326,0,07,09
0,2326,0,07,11
0,2326,1,07,09
0,2558,0,06,13
0,2558,0,06,13
0,2558,0,07,29
0,2565,0,06,28
0,2678,0,06,28
0,2697,0,05,25
0,2843,0,06,09
0,2872,0,07,07
0,2883,0,05,16
0,3115,0,06,17
0,3115,0,06,17
0,3115,0,06,17
0,3115,0,06,17
0,3259,0,06,28
0,3272,0,06,16
0,3272,0,06,16
0,3281,0,08,03
0,3364,0,07,28
0,3487,0,05,18
0,3487,0,05,18
0,3487,0,05,18
0,3487,0,06,13
0,3595,0,05,15
0,3595,0,05,15
0,3595,0,05,15
0,3595,0,05,16
0,3595,0,05,19
0,3595,0,05,23
0,3595,0,05,23
0,3595,0,05,23
0,3595,0,05,23
0,3595,0,05,23
0,3595,0,05,24
0,3595,0,05,24
0,3595,0,06,02
0,3595,0,06,13
0,3595,0,06,13
0,3595,0,06,14
0,3595,0,06,18
0,3595,0,06,18
0,3595,0,06,24
0,3595,0,06,24
0,3595,0,07,12
0,3595,0,07,12
0,3595,0,07,12
0,3595,0,07,12
0,3595,0,07,12
0,3595,0,07,12
0,3595,0,07,12
0,3595,0,07,12
0,3595,0,07,12
0,3595,0,07,12
0,3595,0,07,12
0,3595,0,07,12
0,3595,0,07,12
0,3595,0,07,12
0,3595,0,07,12
0,3595,0,07,12
0,3595,0,07,12
0,3595,0,07,12
0,3627,0,07,11
0,3627,0,07,11
0,3627,0,07,11
0,3627,0,07,11
0,3663,0,06,08
0,3663,0,06,08
0,3663,0,06,08
0,3663,0,06,08
0,3663,0,06,08
0,3663,0,07,12
0,3676,0,06,07
0,3676,0,06,07
0,3800,0,06,16
0,3800,0,06,16
0,3923,0,06,14
0,4042,0,07,08
0,4143,0,05,15
0,4348,0,07,10
0,4525,0,05,15
0,4534,0,06,17
0,4534,0,06,17
0,4534,0,06,17
0,4534,1,06,17
0,4598,0,06,02
0,4598,0,06,02
0,4598,0,06,02
0,4598,0,06,07
0,4598,0,06,07
0,4598,0,06,07
0,4598,0,06,07
0,4598,0,06,07
0,4598,0,06,18
0,4598,0,08,04
0,4607,0,05,20
0,4607,0,05,20
0,4890,0,06,26
0,4913,0,05,31
0,5182,0,06,14
0,5306,0,08,01
0,5306,0,08,01
0,5306,0,08,03
0,5458,0,06,01
0,5682,0,04,29
0,5682,0,04,30
0,5682,0,04,30
0,5682,0,04,30
0,5682,0,04,30
0,5682,0,04,30
0,5682,0,04,30
0,5682,0,04,30
0,5682,0,04,30
0,5682,0,04,30
0,5682,0,04,30
0,5682,0,04,30
0,5682,0,04,30
0,5682,0,04,30
0,5748,0,08,12
0,5748,0,08,12
0,5748,0,08,12
0,5849,0,06,30
0,5849,0,06,30
0,5933,0,04,29
0,5933,0,04,29
0,5933,0,04,29
0,5933,0,04,29
0,5933,0,04,29
0,5933,0,04,29
0,5933,0,04,29
0,5933,0,04,29
0,5933,0,04,29
0,5933,0,04,29
0,5933,0,06,30
0,5933,0,07,21
0,6001,0,07,10
0,6001,0,07,10
0,6019,0,07,07
0,6051,0,06,03
0,6110,0,06,15
0,6110,0,06,15
0,6206,0,04,30
0,6286,0,06,11
0,6286,0,06,11
0,6286,0,06,11
0,6286,0,06,11
0,6286,0,06,11
0,6286,0,06,11
0,6286,0,06,11
0,6286,0,06,11
0,6286,0,06,11
0,6286,0,06,11
0,6286,0,06,11
0,6286,0,06,11
0,6286,0,06,12
0,6286,0,06,12
0,6286,0,06,12
0,6286,0,06,16
0,6286,0,06,16
0,6286,0,06,16
0,6286,0,06,16
0,6286,0,06,16
0,6286,0,07,14
0,6286,0,07,14
0,6286,0,07,14
0,6286,0,07,14
0,6286,0,07,14
0,6286,0,07,14
0,6286,1,06,11
0,6286,1,07,14
0,6299,0,06,30
0,6299,0,06,30
0,6330,0,07,08
0,6470,0,06,03
0,6621,0,07,25
0,6621,0,07,25
0,6621,0,07,25
0,6621,0,07,25
0,6621,0,07,25
0,6621,0,07,25
0,6621,0,07,25
0,6621,0,07,25
0,6621,0,07,28
0,6621,1,07,25
0,6621,1,07,25
0,6710,0,05,16
0,6787,0,05,15
0,6787,0,05,15
0,6875,0,07,11
0,6997,0,06,09
0,7193,0,05,18
0,7361,0,07,07
0,7613,0,05,06
0,7613,0,06,09
0,7613,0,06,09
0,7613,0,06,09
0,7613,0,06,09
0,7613,0,06,09
0,7613,0,06,09
0,8139,0,06,02
0,8214,0,07,01
0,8214,0,07,01
0,8214,0,07,01
0,8370,0,07,11
0,8370,0,07,11
0,8370,0,07,11
0,8370,0,07,11
0,8370,0,07,11
0,8370,0,07,11
0,8370,1,07,11
0,8617,0,06,21
0,8617,0,06,21
0,8617,0,06,21
0,8617,0,06,21
0,8617,0,06,21
0,8865,0,07,05
0,8865,0,07,05
0,8865,0,07,05
0,9014,0,06,16
0,9014,0,06,16
0,9014,0,06,16
0,9014,0,06,16
0,9014,0,06,16
0,9014,0,06,16
0,9014,0,06,16
0,9014,0,06,16
0,9014,0,06,16
0,9014,0,06,16
0,9014,0,06,16
0,9014,0,06,17
0,9014,0,06,17
0,9014,1,06,16
0,9022,0,06,07
0,9022,0,06,07
0,9022,1,06,07
0,9114,0,07,14
0,9151,0,07,01
0,9151,0,07,01
0,9188,0,05,03
0,9264,0,05,13
0,9382,0,05,18
0,9382,0,05,18
1,3972,0,05,05
1,3972,0,05,05
1,3972,0,05,05
1,3972,0,05,05
1,3972,0,05,05
1,3972,0,05,05
1,3972,0,05,05
1,3972,0,05,05
1,3972,0,05,05
1,3972,0,05,05
1,3972,0,05,05
1,3972,0,05,05
1,3972,0,05,05
1,3972,0,05,05
2,170,0,04,16
2,191,0,08,04
2,386,0,06,03
2,404,0,04,26
2,404,0,04,27
2,648,0,05,02
2,648,0,05,02
2,648,0,05,02
