312 76 639
56 8612 474
433 872 455
729 4598 453
210 734 433
325 550 405
670 2558 405
600 3800 396
637 291 390
89 2558 388
517 872 366
214 8612 349
214 3827 326
870 2177 302
636 3635 283
88 3595 267
118 3635 267
257 289 267
763 734 259
207 5695 255
665 3635 251
593 8526 249
81 3627 242
257 7135 230
801 3635 217
214 3952 212
517 5031 199
867 5706 193
160 1188 190
643 7220 190
210 2606 186
811 2558 184
124 720 182
56 3584 179
151 153 178
536 2558 174
674 3595 164
437 1054 163
517 3952 161
219 1827 161
305 8968 159
868 170 158
615 3635 158
32 6787 157
214 7888 154
406 221 152
600 3635 151
152 5198 149
42 8210 148
284 7431 146
20 2558 145
398 9334 144
312 4525 144
214 8145 142
131 3972 139
214 3595 138
801 1054 135
693 3952 134
416 6787 132
413 6405 131
155 734 130
188 6151 130
868 1188 129
809 3263 128
439 3972 128
210 2837 126
222 5292 120
99 1618 120
254 7980 120
836 6925 119
867 2558 116
290 2733 115
427 6313 115
312 3972 115
260 4525 115
433 6447 114
626 4879 114
207 4525 113
567 3839 113
403 774 113
608 7243 113
662 3952 112
657 9045 111
460 4283 110
150 3972 110
222 2390 109
355 3769 108
42 2558 108
727 9248 107
788 3595 106
150 872 106
81 4029 106
846 3972 105
502 4525 105
622 4598 105
422 3635 104
284 3866 104
631 6757 104
152 342 101
42 5421 101
482 802 101
432 5100 100
585 7488 100
714 6357 99
100 8194 97
868 3201 97
208 4800 97
816 734 97
214 7900 97
88 8722 97
284 5031 96
140 2019 95
827 1222 95
665 5778 95
76 4840 95
210 1618 94
444 773 94
664 5198 94
257 1188 93
636 2330 93
106 2558 93
438 112 93
727 2967 92
603 9182 92
357 291 92
839 3651 91
567 2835 91
654 1054 91
8 5886 91
517 8622 91
293 1618 90
699 1910 90
492 3627 89
348 3389 89
291 699 87
216 1656 87
533 3477 87
871 5607 86
326 2821 85
856 1188 84
661 2558 83
856 6516 83
517 4361 83
504 6106 83
194 1201 82
312 3504 82
402 4029 82
626 9061 82
834 8041 82
71 3213 81
475 3923 80
428 8612 80
572 4498 80
603 8683 80
700 2558 80
755 6616 80
18 4017 79
390 1977 79
669 4607 79
811 7294 78
156 3972 78
214 872 78
106 1738 78
316 2523 78
622 2330 77
539 7160 77
213 8968 77
665 3972 77
748 4879 77
563 3364 77
373 1054 76
703 6076 76
786 8195 76
856 78 76
375 3972 76
65 8000 76
468 6865 75
90 6787 75
870 4017 75
437 3788 75
540 6629 75
827 6147 74
429 4790 74
143 3635 74
155 5198 74
874 8467 74
216 5292 74
405 2805 74
247 7881 73
336 3890 73
329 7457 73
834 2009 72
636 9528 71
155 1054 71
160 1618 71
517 9169 71
469 5102 71
372 2585 70
222 4207 70
222 5198 70
291 3972 70
856 8088 70
679 153 70
649 864 70
437 9338 70
45 4718 70
648 8867 69
157 8173 69
160 3627 69
637 3927 69
492 3774 69
135 5063 69
820 8228 69
15 2821 68
257 2038 68
45 8177 68
336 7785 68
188 6757 68
567 7697 68
492 4798 68
521 9515 68
97 6488 67
222 1054 67
155 3584 67
420 3627 67
567 6051 67
394 2821 67
409 6506 67
437 9092 67
603 7262 67
797 1543 67
674 4698 66
716 7196 66
155 8612 66
611 3635 66
213 43 66
569 9028 66
615 1586 66
437 291 66
517 3595 66
525 334 65
650 5420 65
169 2558 65
348 2287 65
431 7893 65
160 4017 65
876 5882 65
79 969 65
271 6092 65
787 6537 64
416 6646 64
734 1188 64
207 2326 64
212 7182 64
654 3635 63
563 9248 63
210 267 63
390 6947 63
281 851 63
199 7532 63
366 5834 63
533 7087 63
203 8728 63
658 1543 63
83 4284 62
729 401 62
359 308 62
763 4207 62
90 4607 62
42 7749 62
754 6054 62
483 4889 61
689 8622 61
209 1459 61
99 7596 61
278 8438 61
870 2558 61
403 6565 61
629 8915 61
737 7362 61
276 1331 60
347 872 60
141 668 60
417 6947 60
58 3635 60
254 6215 60
406 6606 60
531 4840 60
492 1618 60
286 2558 60
492 6051 60
369 1980 60
160 2821 60
566 92 60
455 2558 59
290 3017 59
387 3595 59
515 2458 59
501 9419 59
333 4840 59
214 4698 59
492 9385 59
493 1384 59
878 4029 59
499 5198 59
81 2810 58
310 8919 58
577 3089 58
247 5552 57
292 5031 57
499 4598 57
554 5850 57
197 992 57
568 5850 57
626 7251 57
475 916 57
820 4824 57
587 4879 57
368 6787 57
100 20 56
210 4571 56
650 5631 56
118 734 56
393 9182 56
312 1618 56
326 5048 56
836 4328 56
837 4665 56
657 7196 56
41 7018 55
648 4116 55
567 4396 55
348 8760 55
488 2801 55
174 221 55
423 864 55
203 4116 55
643 3848 54
799 4427 54
672 872 54
636 7646 54
155 8145 54
748 4525 54
468 5478 54
157 3565 54
856 2821 54
536 702 54
103 1413 53
592 6165 53
525 64 53
731 8082 53
812 3635 53
333 8728 53
846 3800 53
49 5370 53
258 1437 53
643 7047 53
713 2503 53
484 1078 52
539 3637 52
475 1969 52
393 2821 52
517 2801 52
637 3800 52
492 4207 52
81 1618 52
151 3272 51
399 2558 51
42 1096 51
587 864 51
210 1188 51
31 3800 51
737 3960 51
18 3136 51
210 8612 51
214 6399 51
160 3727 51
284 3800 51
724 7758 51
139 46 50
477 179 50
501 1711 50
749 3972 50
90 872 50
565 1054 50
502 7788 50
135 4928 50
260 9419 50
69 6349 49
154 1201 49
856 872 49
376 2558 49
20 7004 49
746 2558 49
738 8737 49
312 9269 49
629 3663 49
53 872 49
416 8382 49
150 6787 49
165 4029 48
2 4599 48
801 8828 48
250 8867 48
867 833 48
708 78 48
734 4017 48
492 3635 48
492 5292 48
25 773 48
727 3556 48
521 6220 48
68 8968 47
248 8088 47
801 5476 47
872 9084 47
416 5617 47
366 8309 47
161 6944 47
342 4987 47
666 8053 47
427 52 46
566 1747 46
752 2825 46
416 6495 46
533 70 46
77 5536 46
510 7196 46
603 4843 46
42 713 45
290 2821 45
797 4222 45
643 4235 45
375 2432 45
663 1977 45
493 3949 45
281 8688 45
818 5166 45
49 6100 45
544 8614 45
806 3336 45
312 3635 45
65 3364 45
395 7665 45
575 2390 45
373 4207 45
742 2558 45
804 4607 45
371 7384 44
373 6787 44
210 4698 44
293 78 44
293 7613 44
307 6632 44
870 2801 44
420 3519 44
517 7196 44
628 2001 44
157 4427 44
422 5053 44
51 6537 44
368 6783 44
355 476 44
714 6537 44
742 5121 44
165 608 43
82 6051 43
619 3997 43
567 3595 43
876 2454 43
169 4366 43
586 810 43
293 5360 43
293 8690 43
620 2503 43
512 2821 43
173 864 43
422 1054 43
821 3635 43
65 5353 43
643 4029 43
823 2053 43
603 7418 43
686 2886 43
663 9097 43
659 2558 43
371 2065 43
247 4379 43
853 713 42
55 7277 42
357 7907 42
853 1756 42
208 2019 42
208 2568 42
208 3519 42
868 4971 42
126 2640 42
603 6100 42
852 3595 42
875 7026 42
432 6854 42
619 8769 42
763 4017 42
172 5333 42
406 3972 42
420 3595 42
269 4735 42
545 7677 42
397 4566 42
714 1527 42
719 4598 41
35 1618 41
293 6776 41
308 2198 41
764 528 41
254 6054 41
213 4577 41
200 258 41
512 3947 41
7 9387 41
310 6485 41
821 4116 41
505 9191 41
629 9126 41
768 7646 41
662 4879 40
15 3952 40
125 7633 40
99 3627 40
210 80 40
45 1148 40
361 5706 40
664 3800 40
641 6712 40
376 4769 40
377 1676 40
212 7524 40
613 3663 40
804 8691 40
366 868 40
422 5322 40
676 9327 40
713 1013 40
81 8748 40
586 6787 40
867 3115 39
468 1164 39
468 1496 39
42 1106 39
592 8707 39
174 4598 39
593 1711 39
676 1054 39
291 5333 39
319 786 39
676 8195 39
183 2311 39
152 1188 39
157 1465 39
749 8195 39
531 1809 39
393 8134 39
731 5850 39
15 6076 39
136 1459 39
82 820 39
206 4598 38
0 3595 38
481 9177 38
455 2863 38
427 8146 38
675 9285 38
870 1618 38
539 5118 38
582 7245 38
743 4598 38
377 2558 38
103 8927 38
432 1887 38
420 3487 38
214 3972 38
214 5145 38
310 8195 38
49 6437 38
820 1981 38
717 3972 38
586 6763 38
650 1576 38
572 3635 38
870 4814 38
435 608 38
369 4039 38
42 3998 37
592 1978 37
738 6299 37
567 7150 37
321 3627 37
680 150 37
363 7603 37
391 3595 37
214 288 37
145 8297 37
104 8275 37
133 2558 37
549 5066 37
437 9461 37
53 9387 37
0 6286 36
56 1540 36
871 4087 36
802 3815 36
622 5198 36
100 2416 36
540 7920 36
363 1540 36
253 5917 36
267 6854 36
776 8297 36
763 6342 36
567 9169 36
502 7196 36
654 4698 36
90 7196 36
448 4594 36
847 4879 36
257 9 36
216 5144 36
354 7788 36
437 3345 36
620 6787 36
754 3997 36
809 6471 36
754 9246 36
26 3923 36
123 1331 36
151 2062 36
289 466 35
344 6787 35
688 7646 35
152 6051 35
373 4029 35
