8149250	11679
3404000	905
711500	26722
2768250	23421
4503500	11936
7103000	15019
1525000	11196
5812000	2683
7703750	18075
6874250	2683
10261750	14261
2891500	2257
8730250	911
5642000	10840
3404000	22246
6874250	15584
8845250	22484
9244000	7868
5865750	28937
1086750	7868
8216500	22552
4770500	14020
12173500	554
10521000	7868
5865750	3228
232000	7868
12154500	17640
12173500	3627
1194750	25366
791500	24831
4184250	241
8017000	23284
9069000	28017
3913250	8409
12229000	17389
8757750	23928
12154500	7868
731750	29008
10773000	2257
10628500	11263
2704750	3658
11625250	18990
1492500	16540
5742000	19523
2940000	26722
9802000	5883
439000	25415
12173500	9817
9123500	12168
11949750	6571
3742000	26168
5769750	24503
11493000	7868
711500	11052
8123500	22852
11313000	6482
2940000	11767
6874250	12168
3304500	24461
4770500	2610
10401500	12189
4370750	1666
1324500	7868
2891500	8027
1906000	2683
5248750	28924
1782250	155
1194750	83
6713250	18879
7269250	20578
3009000	5627
9179500	11196
4454500	15019
9123500	20846
1793250	14020
7513250	1756
6874250	26754
3846250	11882
11564250	25483
3404000	6246
4716750	2683
1189000	23612
10018000	5429
8757750	26288
2940000	12168
4133750	27638
4376250	15631
5915250	2367
9179500	12220
9706000	18508
11440500	14261
10312750	15934
5865750	11652
2891500	8724
12215000	6672
11434750	9985
380000	12329
11984750	8689
11711250	24942
8040000	17400
10234000	28653
7184500	7868
2870250	17606
5293250	679
12239250	26288
7143250	10702
892500	23516
10234000	9111
5264500	1642
6003750	7868
8096750	26485
11321750	21672
5655250	11196
6099250	13244
1074750	11080
8628250	20979
1909250	504
2882750	4452
11874000	12220
4454500	27117
9173750	16540
4503500	24193
2492500	19005
1324500	5336
6400000	2452
9512750	25651
1579250	4078
4852500	911
439000	7868
1173500	20143
6998500	1031
9706000	12168
11984750	3627
11313000	11196
11984750	20207
4770500	6988
2386250	7061
2921750	27791
6874250	155
10401500	22950
2807500	12688
10054250	19660
6874250	11080
3304500	17228
7588000	28653
5011500	22489
3216500	2963
154750	11196
3226500	18741
10297000	25058
2921750	143
3350250	24765
887750	15019
439000	16821
1832000	25687
6564500	11176
9807250	7868
8910750	12688
9842500	18805
4087750	27791
8702500	11196
2752000	3032
8040000	15138
981000	11176
7588000	10329
4399750	23207
1244250	4324
1025250	13247
2870250	14020
9352750	28759
9123500	14694
1953250	3658
5279750	2368
3963750	4949
6654750	14261
2168250	13494
12015250	11080
8314250	11196
9716500	11465
6683750	29203
8230750	24841
5812000	19993
7143250	217
11701500	22052
892500	17180
2232500	679
8149250	11196
7116750	10308
12331000	18180
7143250	22087
3861500	7868
5292000	8643
7103000	11465
1724250	15269
6571000	4254
11434750	20083
7886000	9472
5034000	12220
9436000	504
8243500	11196
9039750	13087
4547500	8257
11564250	1831
9215000	14294
4770500	12220
711500	4709
154500	8689
8163500	3252
10064500	28466
341000	17958
10095000	14261
5780000	21336
6272000	2803
6694750	24196
6272000	12055
10774750	14942
5220750	8689
11564250	14969
4184250	12220
2975500	5086
4376250	8689
8730250	12068
10312750	12352
5693000	14020
6564500	11612
6564500	16406
11730000	13390
6654750	16110
3511000	14020
3511000	29203
6233750	18180
1909250	14209
11493000	22727
11747250	11244
691500	22664
5012750	2208
4852500	26288
12173500	15405
8430000	8637
9394250	29203
10566000	13554
10302500	28164
7269250	24571
7218000	11201
200250	12352
5279750	20386
380000	14174
731750	11196
6458500	8637
10592750	23798
5293250	20506
892500	239
7320250	26728
2940000	25260
4922750	18024
1110750	20578
2975500	16406
5226500	23829
5354000	20180
5865750	10268
5238000	2683
7854500	7323
10628500	18736
3293750	25193
12377250	3151
6233750	4220
984500	2513
7367000	21975
11949750	2198
3903500	15138
8096750	16663
6619500	11465
2148250	14294
8702500	23779
8949750	16818
9039750	3228
1812000	11196
5059000	9195
8435250	14261
5959000	14242
6713250	2945
2033500	11176
4184250	14020
2940000	24519
6247250	15814
2232500	4683
1909250	6326
11434750	18758
1909250	24645
9121750	7868
8040000	2655
2874500	14914
8702500	7105
2891500	4949
6301250	11543
4475750	11612
9173750	16110
7445000	18075
8033500	2471
8949750	17438
11949750	13554
11321750	17060
3581250	12512
10533750	14261
1492500	11679
5780000	15811
8529750	22583
7306250	22359
8529750	15138
12004000	15307
8617500	27625
2033500	3627
6564500	14902
6874250	20648
12371000	12394
1727500	4452
5239500	14153
9586500	8860
10642000	20536
3009000	22393
4770500	10404
3304500	13554
1909250	10014
7886000	22420
12154500	9549
7375000	11201
10653250	20180
434750	21911
11747250	16918
3310750	15432
5440750	20045
3903500	27609
11121500	20297
6003750	8792
3913250	9230
2232500	14261
3312500	19993
3031750	7323
8910750	24503
38250	14265
1622500	8148
11972750	7260
9906500	5185
10609250	8693
7218000	22317
7921500	22556
5143250	26614
7699500	21672
11111500	27791
5264500	27791
12154500	2568
5491500	25212
3249250	2513
200250	9620
1074500	9567
9163000	6096
5170500	6096
371250	21110
5170500	18730
3344750	17748
6683750	4731
5952250	5067
1240250	12394
380000	22094
5780000	22529
9982500	9369
8385000	7680
232000	21865
6848750	8689
10393750	2437
11939000	2176
1688750	12220
9039750	2257
6272000	17400
3592750	14694
3114000	13112
6874250	8637
11362000	10240
8799750	12018
6713250	2367
9215000	6352
12028500	13390
3149000	13162
599750	20297
266500	10282
267250	2367
10628500	398
2988000	22482
6807250	22393
4967250	7868
8051750	20297
282500	12055
981000	12394
6247250	22736
232000	16311
7886000	4919
9069000	22393
10818500	23779
5011500	1756
9039750	11196
4876750	949
3913250	9242
6301250	574
9946250	21865
3216500	28992
8940500	251
4256500	4694
1792000	20154
3035250	14020
1966250	2257
2168250	7868
5037000	7868
1969000	12220
9179500	17835
4115500	6731
8123500	1591
9973000	23475
981000	8662
1971500	25329
6694750	14020
1525000	2257
69500	18196
6874250	13483
5220750	28438
2033500	11465
3148500	12795
6848750	21336
11711250	6175
9512750	19903
2823250	2610
1906000	12220
6571750	9193
832250	1831
1617250	2217
5254500	7868
5011500	23779
835000	19632
448250	15911
3723750	4078
439000	12287
11158000	7868
3913250	8689
4876750	20536
6412250	15159
3952000	2128
11313000	27406
3226500	23863
11494250	11196
1953250	12394
5751500	14873
11625250	3740
8435250	7105
3846250	23143
11984750	2683
3954500	15584
364250	11679
1194750	7400
5170500	11679
472000	23584
12275500	21930
7269750	19475
1074750	3699
10312750	17547
3787750	2610
9706000	20297
1911500	8868
573000	19615
5780000	19523
6234000	21372
10774750	1577
5199750	679
11552750	16011
65500	6050
2198750	16550
2940000	2683
5642000	11176
9039750	7105
9039750	9563
1074750	12747
7060500	23214
2940000	14580
2940000	24486
573000	16653
12239250	21838
2788750	11176
11711250	1392
8243500	4931
11158000	21930
6874250	28410
11158000	239
8555500	29078
10401500	7868
8573000	6158
11579750	12688
791500	10329
791500	16606
3149000	18964
10052000	7680
621500	16009
8163500	22621
10054250	4667
3009000	8724
3304500	4931
12234750	21632
2331750	953
1165500	15423
1909250	20516
5011500	23013
9351750	11080
8702500	29547
5865750	26297
434750	27511
11730000	21565
10212500	12927
1173500	5848
5012750	7963
2331750	22126
145750	24242
5440750	19862
4658500	27625
9842500	25086
9628250	23779
5256500	614
3014750	7868
10261750	17061
1173500	20037
1620500	5833
9651250	1598
3913250	9948
10628500	21336
3014750	18558
154500	10353
3524750	26871
4852500	24541
12173500	28184
8910750	27514
4423500	24193
8096750	5267
11949750	5403
3031750	12977
7211250	23656
8096750	24887
3031750	21565
11972750	15631
5910250	28525
10297000	27056
2891500	255
2891500	819
8730250	3228
5491500	18024
5155750	24669
11984750	25086
2386250	1008
11874000	11679
6272000	6080
1966250	25260
11535250	2257
4102750	20585
10312750	3627
1969000	18002
8730250	28453
8730250	28876
3581250	22126
3581250	23482
452750	14796
11440500	2179
7476250	1037
4902250	23628
8017000	15096
10322250	5185
9979000	251
1244250	1691
47000	23549
11558000	749
12215000	8637
5780000	5814
5642000	10726
7450000	29202
9039750	14580
4133750	25372
6497000	20747
573000	18868
5959000	14153
5745000	26722
7657250	7997
1247000	25635
8730250	11679
10297000	18075
10401500	27791
5846250	18200
439000	24060
1528500	12977
5654000	29231
3404000	29
7322250	23861
3625250	26614
6713250	24344
1528500	22749
3404000	8446
3644250	4381
3644250	4775
12173500	1325
1324500	8028
5226500	7868
4184250	23928
3644250	18843
2975500	19745
7367000	15686
2797750	28270
2251750	23549
4844000	24196
1118250	24306
267250	10690
10539250	14020
6571000	5470
4967250	12431
3293750	26523
6571000	13430
1904750	22484
1727500	7812
1906000	2438
10642000	8257
154500	25820
6921750	19197
2033500	8689
9807250	18905
3211250	17706
9513250	9195
3903500	1392
3304500	25169
11711250	10866
7600250	11052
4850000	11605
3903500	28605
6003750	647
7657250	1756
3723750	12271
4215750	23928
6003750	23013
3952000	4648
6247250	28626
6003750	7737
3952000	12220
8163500	18868
3226500	16474
341000	9290
11114000	25372
11711250	23861
39750	4896
11321750	11730
3035250	11080
5143250	14482
1793250	2033
7699500	11793
8435250	16540
10443000	19466
1966250	3228
12234750	29465
1966250	26722
1517000	19903
6258500	12068
7450000	14261
4895250	15423
8111500	11080
5037000	14796
11794250	3068
9436000	4731
2752000	26728
5780000	10058
1971500	11000
2756000	21092
6234000	19875
5780000	22313
9973000	25260
9512750	4239
8123500	3390
10588000	15138
12239250	7868
2033500	4949
12016750	18730
4184250	4949
1528500	28370
6003750	15414
2050000	24377
5011500	21847
11984750	21110
6155250	18180
8845250	12394
6564500	4949
10492250	281
8845250	18736
5865750	28177
621500	3308
5248750	15086
8163500	28438
10642000	7323
5899750	12220
7367000	15584
10642000	28149
7184500	10193
5011500	11196
832250	27791
2103250	12394
5011500	22280
1909250	23470
6780500	10893
10229250	8689
4658500	17453
11434750	7071
7892000	17647
1911500	16110
154500	5863
439000	26404
10818500	5334
3216500	27168
5139250	11080
7687500	5369
11747250	155
6998500	201
3404000	3627
1758250	27791
3031750	16406
1792000	6203
4256500	2410
4712250	20902
8940500	11080
3952000	25372
11307500	22359
9288000	2683
5143250	9563
11984750	251
7699500	8719
11313000	3228
4454500	28653
